source_url	top1prediction	correct	translation_missed	top1_score	min_score	en_src_len	en_source_vocab_len	col_len	col_vocab_len
http://cineuropa.mobi/interview.aspx?lang=en&documentID=72080	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=72080	False	maybe?	-4248.276	-4998.772757	563	299	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=75068	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=75068	False	maybe?	-4643.854	-5378.042473	584	329	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=89642	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=89642	False	maybe?	-5460.128	-6450.903383	715	364	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=es&documentID=76636	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=76636	False	maybe?	-5200.519	-5954.348793	646	351	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=153073	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=153073	False	maybe?	-8824.474	-10077.361819	1087	522	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=108715	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=108715	False	maybe?	-5770.236	-6623.402387	686	397	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=72395	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=72395	False	maybe?	-3130.892	-3649.215922	395	239	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=81484	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=81484	False	maybe?	-5682.833	-6537.942955	707	367	4186773	49580
http://cineuropa.mobi/interviews.aspx?lang=en&documentID=63781&rev=0	http://cineuropa.mobi/interviews.aspx?lang=fr&documentID=288131&rev=1	False	maybe?	-1757.472	-1977.943594	183	128	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=82484	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=82484	False	maybe?	-7924.828	-8972.962953	926	514	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=84749	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=84749	False	maybe?	-5104.964	-5796.302096	620	347	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=144045	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=144045	False	maybe?	-5280.718	-5931.978355	619	377	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=85248	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=85248	False	maybe?	-5506.201	-6469.399793	705	357	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=109685	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=109685	False	maybe?	-23084.202	-26159.921451	2784	1107	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=78577	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=78577	False	maybe?	-4602.971	-5361.950703	585	328	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=31869	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=31869&messagecode=msgnolang	True	maybe?	-5545.055	-6294.665953	700	382	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=144465	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=144465&messagecode=msgnolang	True	maybe?	-4554.688	-5327.039638	584	317	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=38467	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=38467	False	maybe?	-4077.387	-4634.801800	500	296	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=80065	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=80065	False	maybe?	-5569.115	-6525.726780	692	348	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=86553	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=86553	False	maybe?	-5560.957	-6360.408162	688	340	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=81974	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=81974	False	maybe?	-3839.670	-4472.625725	468	276	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=87570	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=87570	False	maybe?	-5927.781	-6840.213616	760	402	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=78402	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=78402	False	maybe?	-5089.802	-5862.141305	664	342	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=108661	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=108661	False	maybe?	-4816.357	-5542.543675	598	318	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=64492	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=64492	False	maybe?	-5396.975	-6169.300388	700	357	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=141148	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=141148	False	maybe?	-6365.676	-7256.732415	775	379	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=61227	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=61227	False	maybe?	-6090.722	-7032.111618	770	394	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=153281	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=153281	False	maybe?	-6447.349	-7598.688567	785	437	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=9274	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=9274	False	maybe?	-6459.922	-7307.839630	778	422	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=84759	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=84759	False	maybe?	-4636.438	-5246.726181	566	304	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=51515	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=51515	False	maybe?	-3063.335	-3537.784281	381	229	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=37124	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=37124&messagecode=msgnolang	True	maybe?	-4850.090	-5564.821045	608	337	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=85422	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=85422	False	maybe?	-4176.058	-4763.805954	516	298	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=81725	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=81725	False	maybe?	-6536.058	-7418.571254	815	414	4186773	49580
http://cineuropa.mobi/newsdetail.aspx?documentID=153334	http://cineuropa.mobi/newsdetail.aspx?documentID=153334&lang=fr	False	maybe?	-3121.747	-3555.903622	362	243	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=66087	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=66087	False	maybe?	-5213.149	-6063.118359	659	374	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=72168	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=72168	False	maybe?	-3338.625	-3838.275995	423	246	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=135883	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=135883	False	maybe?	-5310.835	-6105.775849	652	363	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=66026	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=66026	False	maybe?	-7398.888	-8573.151791	968	445	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=64005	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=64005	False	maybe?	-4449.362	-5095.086135	571	309	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=79806	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=79806	False	maybe?	-3818.067	-4312.290170	479	285	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=76286	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=76286	False	maybe?	-4814.473	-5741.438251	639	333	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=56674	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=56674	False	maybe?	-5710.997	-6516.904501	705	388	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=64114	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=64114	False	maybe?	-4688.538	-5482.976727	607	319	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=62911	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=62911	False	maybe?	-7296.404	-8412.479862	921	442	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=146854	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=146854	False	maybe?	-6229.024	-7024.824186	747	420	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=75765	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=75765	False	maybe?	-6413.536	-7263.810761	793	395	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=108748	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=108748	False	maybe?	-4817.649	-5487.395681	605	350	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=61414	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=61414	False	maybe?	-7086.639	-8060.574453	853	425	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=62975	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=62975	False	maybe?	-5121.333	-5847.333277	628	354	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=116279	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=116279	False	maybe?	-5430.801	-6472.881814	679	376	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=72142	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=72142	False	maybe?	-3682.373	-4297.016197	464	262	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=70913	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=70913	False	maybe?	-5148.217	-5932.670468	672	357	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=64003	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=64003	False	maybe?	-3441.322	-3925.841996	416	250	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=25115	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=25115	False	maybe?	-7132.276	-8007.475373	877	455	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=61769	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=61769	False	maybe?	-7433.798	-8581.605654	944	476	4186773	49580
http://cineuropa.mobi/newsdetail.aspx?documentID=52561	http://cineuropa.mobi/newsdetail.aspx?documentID=52561&lang=fr	False	maybe?	-4519.925	-5071.221019	507	309	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=72020	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=72020	False	maybe?	-3083.801	-3551.838278	393	223	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=150674	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=150674	False	maybe?	-5172.251	-5944.662743	638	361	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=66027	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=66027	False	maybe?	-5196.773	-5996.769946	656	352	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=60595	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=60595	False	maybe?	-6485.756	-7374.885678	808	445	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=87863	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=87863	False	maybe?	-6397.897	-7537.950009	839	398	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=76828	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=76828	False	maybe?	-6559.344	-7591.625324	816	426	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=63687	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=63687	False	maybe?	-7801.152	-8939.565989	1010	458	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=61959	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=61959	False	maybe?	-4882.443	-5571.085188	606	337	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=69841	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=69841	False	maybe?	-5074.423	-5865.526884	621	355	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=1121	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=1121	False	maybe?	-3913.213	-4311.281656	444	288	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=151535	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=151535	False	maybe?	-5208.590	-5946.670618	620	369	4186773	49580
http://cineuropa.mobi/newsdetail.aspx?lang=en&documentID=136892	http://cineuropa.mobi/newsdetail.aspx?lang=fr&documentID=136892	False	maybe?	-2593.829	-3039.994512	321	213	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=113849	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=113849	False	maybe?	-5564.849	-6376.734428	669	374	4186773	49580
http://cineuropa.mobi/interview.aspx?lang=en&documentID=147016	http://cineuropa.mobi/interview.aspx?lang=fr&documentID=147016	False	maybe?	-4898.859	-5498.233264	579	339	4186773	49580
http://creationwiki.org/History_of_creationism	http://creationwiki.org/fr/Histoire_de_cr%C3%A9ationnisme	False	maybe?	-39172.967	-43650.899591	5036	1920	238512	15001
http://creationwiki.org/Earth	http://creationwiki.org/fr/Terre	False	maybe?	-27317.076	-29624.849803	3157	1411	238512	15001
http://creationwiki.org/Geochronology	http://creationwiki.org/fr/G%C3%A9ochronologie	False	maybe?	-19932.391	-22388.358602	2480	982	238512	15001
http://creationwiki.org/Northwest_Creation_Network	http://creationwiki.org/fr/R%C3%A9seau_de_Cr%C3%A9ation_Nord-ouest	False	maybe?	-7841.898	-8654.717664	945	488	238512	15001
http://creationwiki.org/Mars	http://creationwiki.org/fr/Mars	False	maybe?	-31580.678	-35348.447773	3790	1622	238512	15001
http://creationwiki.org/Galileo_Galilei	http://creationwiki.org/fr/Galil%C3%A9o_Galil%C3%A9i	False	maybe?	-23709.153	-26826.735808	2888	1340	238512	15001
http://creationwiki.org/Young_earth_evidence	http://creationwiki.org/fr/T%C3%A9moignages_pour_une_terre_jeune	False	maybe?	-33416.473	-36830.918970	4140	1557	238512	15001
http://creationwiki.org/Philosophy	http://creationwiki.org/fr/Philosophie	False	maybe?	-18661.382	-20648.231151	2312	1009	238512	15001
http://creationwiki.org/Chemical_substance	http://creationwiki.org/fr/Substance_chimique	False	maybe?	-8498.166	-10195.054391	1139	446	238512	15001
http://creationwiki.org/Universe	http://creationwiki.org/fr/Univers	False	maybe?	-16574.094	-18250.010122	2072	917	238512	15001
http://creationwiki.org/Creationism	http://creationwiki.org/fr/Cr%C3%A9ationnisme	False	maybe?	-18617.469	-20727.964387	2408	979	238512	15001
http://creationwiki.org/Creation_apologetics	http://creationwiki.org/fr/Apolog%C3%A9tique_de_cr%C3%A9ation	False	maybe?	-8786.341	-9896.687549	1174	524	238512	15001
http://creationwiki.org/Anthropic_principle	http://creationwiki.org/fr/Principe_anthropique	False	maybe?	-8492.751	-9578.323273	1058	563	238512	15001
http://creationwiki.org/Creationist_group	http://creationwiki.org/fr/Groupe_cr%C3%A9ationniste	False	maybe?	-9555.789	-11114.425392	1153	467	238512	15001
http://creationwiki.org/Answers_in_Genesis	http://creationwiki.org/fr/Answers_in_Genesis	False	maybe?	-17345.984	-19370.349442	2101	912	238512	15001
http://creationwiki.org/The_Annals_of_the_World	http://creationwiki.org/fr/The_Annals_of_the_World	False	maybe?	-16780.928	-19034.036726	2194	928	238512	15001
http://creationwiki.org/Flood_geology	http://creationwiki.org/fr/G%C3%A9ologie_du_d%C3%A9luge	False	maybe?	-30280.631	-34297.635376	3784	1419	238512	15001
http://creationwiki.org/Intelligent_design	http://creationwiki.org/fr/Dessein_intelligent	False	maybe?	-24134.737	-27286.086575	2997	1239	238512	15001
http://creationwiki.org/Cosmology	http://creationwiki.org/fr/Cosmologie	False	maybe?	-56346.261	-60745.675276	6824	2429	238512	15001
http://creationwiki.org/Noah%27s_ark	http://creationwiki.org/fr/Arche_de_No%C3%A9	False	maybe?	-34184.186	-37689.256718	4053	1604	238512	15001
http://creationwiki.org/Young_earth_creationism	http://creationwiki.org/fr/Cr%C3%A9ationnisme_jeune-terre	False	maybe?	-30858.182	-34157.899654	3912	1500	238512	15001
http://creationwiki.org/Biology	http://creationwiki.org/fr/Biologie	False	maybe?	-14295.380	-15820.087095	1723	816	238512	15001
http://eu2007.de/en/Germany/Bundeslaender/Hamburg/city.html	http://eu2007.de/fr/Germany/Bundeslaender/Hamburg/city.html	False	maybe?	-5529.480	-6285.856977	730	404	1732856	17605
http://eu2007.de/en/Germany/Bundeslaender/Hessen/government.html	http://eu2007.de/fr/Germany/Bundeslaender/Hessen/government.html?	True	maybe?	-2687.077	-3044.480672	376	206	1732856	17605
http://eu2007.de/en/Germany/Bundeslaender/Hessen/city.html	http://eu2007.de/fr/Germany/Bundeslaender/Hessen/city.html?	True	maybe?	-4891.434	-5437.213616	627	350	1732856	17605
http://eu2007.de/en/News/CFSP_Statements/index.html	http://eu2007.de/fr/News/CFSP_Statements/index.html?	True	maybe?	-84496.413	-97983.373871	12232	2724	1732856	17605
http://eu2007.de/en/News/Speeches_Interviews/March/0323BMFSteinbrueck.html	http://eu2007.de/fr/News/Speeches_Interviews/March/0323BMFSteinbrueck.html	False	maybe?	-17107.773	-19301.259636	2290	872	1732856	17605
http://eu2007.de/en/News/Speeches_Interviews/February/0220BMWiEP.html	http://eu2007.de/fr/News/Speeches_Interviews/February/0220BMWiEP.html?	True	maybe?	-11909.891	-13453.272359	1700	667	1732856	17605
http://eu2007.de/en/News/Press_Releases/June/0605BMBFXFEL.html	http://eu2007.de/fr/News/Press_Releases/June/0605BMBFXFEL.html	False	maybe?	-8371.135	-9669.722162	1163	488	1732856	17605
http://eu2007.de/en/News/Press_Releases/June/0608BMVBSEmmissionshandel.html	http://eu2007.de/fr/News/Press_Releases/June/0608BMVBSEmmissionshandel.html?	True	maybe?	-2945.483	-3487.169621	434	225	1732856	17605
http://eu2007.de/en/News/Press_Releases/May/0530AAPerspektiveEuropa.html	http://eu2007.de/fr/News/Press_Releases/May/0530AAPerspektiveEuropa.html?	True	maybe?	-2899.548	-3366.213297	382	217	1732856	17605
http://eu2007.de/en/Policy_Areas/Economic_and_Financial_Affairs/Coordination_of_economic_and_budget_policy.html	http://eu2007.de/fr/Policy_Areas/Economic_and_Financial_Affairs/Coordination_of_economic_and_budget_policy.html	False	maybe?	-5084.619	-5987.371137	756	357	1732856	17605
http://eu2007.de/en/Policy_Areas/Employment_Social_Policy_Health_and_Consumer_Affairs/Press_Releases.html	http://eu2007.de/fr/Policy_Areas/Employment_Social_Policy_Health_and_Consumer_Affairs/Press_Releases.html	False	maybe?	-19385.951	-21852.105697	2653	882	1732856	17605
http://eu.blizzard.com/en-gb/company/events/blizzcon2007.html	http://eu.blizzard.com/fr-fr/company/events/blizzcon2007.html	False	maybe?	-7183.551	-8110.793311	868	460	4487348	14537
http://eu.blizzard.com/en-gb/community/blizzcast/archive/episode5.html	http://eu.blizzard.com/fr-fr/company/about/b20/videos.html	False	maybe?	-64644.447	-72851.201591	7277	1733	4487348	14537
http://eu.blizzard.com/en-gb/community/blizzcast/archive/episode13.html	http://eu.blizzard.com/fr-fr/company/about/b20/interviews.html	False	maybe?	-96931.547	-109128.300317	11248	2175	4487348	14537
http://eu.blizzard.com/en-gb/community/blizzcast/archive/episode6.html	http://eu.blizzard.com/fr-fr/company/about/b20/videos.html	False	maybe?	-110597.543	-125308.092918	12698	2523	4487348	14537
